id,phone
3211,56975564721
2796,56983257311
5549,56985268540
3815,56991306519
5747,56982155809
5364,56999598008
2086,56989010746
3880,56976649890
2401,56973184050
3298,56974418959
3049,56971782064
5429,56978620161
3821,56976668843
3121,56991798731
5869,56999724082
2133,56972317101
2058,56984975649
3941,56997388696
2255,56973427281
5162,56992372694
2348,56985563061
2551,56990007489
3010,56993494906
2384,56998783963
3962,56978352316
5296,56990392669
3959,56983694137
3188,56971601952
5078,56994999525
2846,56977852240
2048,56977616520
3878,56997839864
5404,56975530322
2307,56975512478
2476,56989736373
2145,56972336263
2651,56978546821
5836,56974242245
2620,56999586302
2776,56998004517
3881,56983755077
3200,56991759217
2838,56983519330
3940,56979052177
3061,56987721930
2965,56973981551
5344,56974808506
5486,56979996614
3204,56999809275
5140,56996513045
5779,56982119333
5245,56976042267
5861,56976075790
2757,56991325255
3141,56982223565
5360,56989542367
2559,56974478994
3099,56983295836
3793,56970595742
5239,56983617873
5606,56975469387
3161,56972198410
2081,56994738707
2547,56975146228
5067,56995865769
3480,56971987174
3182,56971835520
2885,56987200587
5622,56978130695
2402,56992241497
2696,56996219472
3903,56993094585
2079,56980746049
5122,56987439024
3345,56978830992
3695,56997001633
3405,56978732360
5411,56994244538
5503,56995241132
5267,56997664157
3841,56972553829
3923,56990484735
5711,56986922763
5715,56984088579
5943,56993605038
3939,56975040105
5055,56992627747
5652,56978834177
2730,56977721449
2976,56972923989
3296,56993695021
3385,56984394828
5793,56998278942
5007,56999614277
3715,56997371237
5410,56979965781
2740,56987970511
5591,56988683020
2886,56998836041
3606,56972135348
3651,56986828647
3282,56974837291
2466,56973578809
3134,56982413492
5578,56980681388
3969,56979887183
2985,56993275280
3195,56974963228
3355,56974707036
3264,56983524657
3926,56986194960
3691,56972086524
2142,56974263518
5225,56990929544
2077,56992372496
2066,56997318910
2600,56984352554
2010,56998446023
3369,56977720342
2009,56970260081
3162,56996003774
5285,56978566279
3979,56991027204
2565,56999867897
2419,56997406216
3124,56995806503
3799,56984344443
2266,56972603202
2267,56988039250
2119,56984276859
3250,56970476060
5566,56974784495
2412,56986928039
5722,56990698656
5407,56990722754
2748,56990722365
2030,56984359464
2296,56989520783
5615,56995444093
5191,56981050237
5008,56971388466
2322,56996153939
5631,56971921229
3418,56999095591
5462,56995298309
3159,56980763716
3020,56994298487
2346,56997761217
2672,56980320888
2523,56995625473
3292,56984903382
5316,56977612208
2873,56997565224
3683,56996159772
2089,56972778998
3341,56998566995
3897,56981747703
3984,56982683195
5664,56997464655
2970,56972738793
5358,56979734390
3202,56992388466
3144,56992488452
3510,56981492695
3895,56970109822
5286,56998213684
5612,56979269523
5329,56996069884
3525,56970801457
3798,56995903233
5216,56979594110
2752,56975256561
5417,56987411442
3680,56991538423
3267,56970063087
2579,56987016510
3008,56978522792
5246,56992499177
2671,56981160917
2692,56971960846
3338,56996778033
3280,56992794703
3352,56977244355
2539,56973626516
2828,56998476438
2485,56991446632
3686,56980332791
5214,56982705520
2967,56978930181
3424,56996619984
5553,56997752806
3790,56980707569
2275,56991132496
3675,56993523327
2052,56988737390
3391,56977913464
5389,56982439820
5203,56987477757
2362,56978956787
5112,56995989816
3614,56970022620
5431,56984717517
5399,56976541402
3468,56984863712
3598,56974033037
2626,56973932884
2587,56986970072
3561,56996297598
5262,56983676633
3603,56993990791
5200,56988250034
2228,56985025778
3329,56970377093
5099,56985071831
3823,56984178712
3861,56993085578
3093,56990513518
3123,56983895483
5335,56987705658
2025,56989601467
3921,56991292753
2630,56975966257
3295,56972963530
3455,56985366500
5904,56999633993
2599,56981203600
3531,56979163868
5014,56982409729
2186,56973397796
5483,56980172215
2670,56990525587
5003,56990270164
5153,56980545678
3357,56999497835
2632,56997779487
2109,56989229648
3036,56998847953
5545,56978035264
5093,56989265942
5016,56981638483
3297,56997471646
5952,56974524836
3218,56987391349
3483,56971715872
5922,56985839663
5846,56985770493
3322,56980920755
3021,56970259406
2585,56984482313
5447,56994631726
2680,56993448649
3026,56991788872
5048,56989955887
3349,56983368176
3364,56975922049
5473,56992556214
5782,56970777803
5492,56999428330
5532,56982780222
2771,56997889776
3473,56973126475
2760,56988847153
2372,56971141476
2658,56985651460
3605,56999815473
2041,56997877198
3077,56992423817
2148,56973144453
2845,56989567239
3891,56980714215
2024,56993051474
3103,56972213778
3263,56980980427
2411,56984596710
5860,56992552443
3066,56997943284
2917,56974926974
2061,56982431841
2994,56972753252
5001,56979467942
3759,56982163677
5310,56976348740
5341,56997400547
3758,56978677011
3219,56986669606
3012,56989901824
5109,56979161380
3911,56980964433
3848,56993044173
5025,56976293234
5993,56971848726
2594,56973041415
5104,56988732577
2536,56971917085
2196,56989042643
2410,56989754258
2433,56978964975
5057,56976873966
5350,56995813812
2236,56970024109
2235,56989078402
5746,56982141001
3150,56971381946
3186,56982149830
3259,56988737623
5945,56996540044
2489,56973919020
2450,56982067431
2151,56988238606
2141,56975166112
3246,56989847850
3080,56973759079
2754,56973654258
5961,56980782357
5053,56993560320
3288,56980554184
5856,56975821231
2934,56983647598
2589,56984258927
3667,56976700684
2248,56977847855
3714,56994638018
2742,56974118596
2887,56986262517
5484,56987617757
5215,56977431990
2617,56979263910
5418,56991332547
5755,56984979255
2000,56983600616
2003,56995456074
5152,56985304385
3573,56980577962
5151,56995064630
3885,56995540637
2047,56992312106
2645,56998405838
2788,56983120179
2014,56973994365
5783,56977851876
5666,56987971003
5081,56980986669
3967,56982863403
3314,56997629740
3083,56994646995
5674,56984745492
2033,56980718060
5694,56985737894
5497,56972473310
3740,56975829655
3491,56980286950
2215,56988733288
5132,56982710669
3999,56977247822
5749,56979629293
3645,56994816707
5584,56999117323
2878,56971226491
3621,56976479598
2295,56998656534
2957,56979200449
3401,56996408178
3749,56988306274
5634,56998395579
5906,56999209064
2593,56985959731
5334,56992241000
5796,56974084738
3502,56995928638
2371,56989173054
5298,56973533955
5987,56988558111
5434,56996505191
5069,56977493214
2069,56999916189
3261,56974797709
2746,56984258930
2666,56992643983
3146,56987572117
5735,56989833499
2406,56980652682
3178,56999213597
5146,56974939067
2172,56983110126
2221,56970129211
3836,56978331569
2355,56992268010
5537,56973788905
5594,56972766606
3236,56999227572
5997,56975942883
3642,56992372902
3952,56993986361
5223,56997055345
3631,56981135947
2908,56995716798
3985,56978614083
5881,56972537843
3535,56983317433
5590,56994220990
5301,56983918365
2427,56976532895
5470,56974554012
2829,56976088799
3518,56973780318
5757,56980163011
3723,56986215148
2813,56999515711
2723,56995657172
3151,56986687835
3853,56997389670
3585,56988442821
5446,56970167392
3446,56976543384
2556,56980299394
3492,56976807840
3372,56989633807
5037,56989004552
2379,56994815057
2426,56988322347
2459,56974499473
2555,56990556086
5970,56987367535
5837,56993688851
3082,56971282797
2922,56993077880
5848,56986731491
2233,56991103103
5240,56979350134
5764,56985313356
3629,56975462039
2540,56982031021
3275,56972006059
3721,56987292327
3167,56985357792
5506,56996250475
3720,56983875168
2263,56989805068
3640,56989521642
3304,56976464834
3490,56978610624
5618,56972305035
5232,56997093893
2225,56992287012
2424,56999218606
3863,56982504321
5670,56983965498
3783,56970392122
3534,56997462660
3431,56989919787
2135,56990243213
5738,56983320155
2683,56971102435
2765,56998479979
3504,56985059083
5823,56989575370
2861,56997335386
5678,56974141426
2414,56997398089
2434,56978704783
2831,56994103036
2780,56972445591
3320,56989852880
5895,56974534127
3990,56982747627
3910,56991398310
2073,56977197217
5870,56982282515
3968,56991488375
3054,56990651714
3278,56974521453
3784,56982202814
3729,56995341953
3201,56975721426
2238,56986870901
3415,56995201877
2785,56999137373
3679,56991073771
3555,56977385499
3256,56978862649
2123,56990859435
5580,56988930493
3055,56982282132
5696,56979906542
3294,56991182443
5289,56991035990
2907,56971402481
3920,56987300323
2350,56984371287
3198,56984156699
2560,56995923739
3108,56979917383
2209,56984638782
2859,56994339475
3636,56988692650
2880,56995289961
3045,56971969101
3312,56984727283
3032,56973011356
5713,56971797126
5820,56972109543
5098,56999230541
2076,56973457057
3619,56982852206
2394,56980165612
5062,56982697529
5998,56993136461
3865,56978920698
5994,56978658236
2627,56986223094
5459,56997319983
3700,56981880597
3993,56978957346
3122,56973815550
3601,56979508178
3849,56989572054
2524,56975349564
2668,56996887851
3382,56994894667
3460,56985398392
3566,56974961169
3115,56970319575
5798,56986615854
5550,56985425314
2062,56998984922
5730,56978853334
3326,56990659107
2629,56992160886
2249,56984528180
3339,56974823516
3207,56970581497
5400,56972004108
2584,56988392241
5868,56994157502
5137,56994628167
2724,56999075956
5882,56991420159
2894,56997191005
5409,56997118373
5147,56973911732
5723,56983004900
2999,56977197041
5677,56993939967
3733,56995614572
5327,56977571403
2912,56993740938
3548,56979336491
5517,56992359930
5456,56999159438
2772,56972788443
5371,56970565239
2334,56976098653
3137,56995967784
3332,56993404945
5936,56971756579
5809,56982295573
3176,56987066789
3438,56980474850
3413,56976315862
3521,56974372211
2623,56989191180
5832,56971041666
2241,56993684562
2317,56997418575
3919,56997181136
5512,56988611774
5082,56997266244
2992,56981505494
5671,56976849256
5914,56970094178
3597,56980372565
2286,56998773031
2430,56991724931
3044,56982717403
2208,56979011501
2583,56986881800
3090,56983189266
2947,56985235786
2541,56990081435
2253,56988684630
5957,56996514901
5863,56991083887
3113,56981706399
5130,56972220190
3255,56990074052
3354,56981539961
5884,56986164529
2596,56972201793
3673,56982413318
5385,56995036383
3221,56988970903
3060,56996783852
3674,56993995284
2814,56995243940
2720,56990111272
2378,56985236266
5220,56996145985
3111,56987470214
3835,56985952197
2071,56979563180
3307,56982507015
3855,56993918265
5789,56970637712
5178,56975763589
2927,56982602753
3394,56973197982
2903,56994625041
3610,56993542185
5759,56993653425
3272,56995460125
5558,56973308064
5496,56995438386
2078,56978055292
5565,56976129242
2888,56996993051
5841,56977797486
3563,56997160516
2525,56977350040
2340,56993782318
3376,56983509669
3977,56990624207
5051,56978292475
2715,56970350207
3701,56971544279
3005,56989873199
2152,56972234328
3624,56970146533
3253,56974883360
3964,56977148437
5567,56999002853
5947,56988605479
3850,56996166107
5999,56975740768
5891,56996750165
5143,56985177440
3287,56975672959
5522,56988634586
2320,56985864130
3909,56985036240
5432,56973051339
3365,56979958137
5101,56978784728
2171,56989346725
2116,56973532266
5842,56973943869
2516,56993573543
5221,56997694768
2390,56973331130
2416,56986535985
5076,56971707622
5750,56999448644
5488,56991786522
3660,56994205274
2693,56993517380
2648,56999715855
3818,56976771568
2839,56983373147
5585,56986913895
5720,56970377269
3780,56983413408
3423,56976809503
3935,56990025099
2155,56990077204
5382,56974344029
5451,56972949983
5167,56986568003
2204,56974066075
2855,56995420544
2681,56992065895
5916,56982107462
5544,56996839406
2298,56977447228
2067,56975461257
2920,56977773087
3745,56991067762
3317,56971451947
5934,56993549587
2160,56987628258
5356,56974566146
2404,56974340387
3828,56974474021
3898,56993716391
3248,56991877137
2449,56997121365
2969,56989771530
3696,56978267099
2161,56999068152
3743,56978347292
2793,56984338538
2309,56986857618
5968,56991190531
3786,56993059344
5125,56980216200
3478,56994621610
2849,56987829844
2398,56972440193
5683,56994340963
3448,56975672686
2631,56980304754
5950,56973780209
5717,56989294363
5514,56984504417
3732,56979972395
5276,56994033754
3756,56973104567
3163,56976227070
5890,56991863094
2774,56975067479
2687,56975763626
2767,56991491285
3434,56985138351
3465,56978176653
3373,56993531336
3637,56971496702
2568,56982910512
5910,56971887693
2652,56991131835
5979,56994965404
3046,56974518427
2381,56998432096
2718,56980339485
5311,56992274246
3076,56989824703
5899,56992471437
2778,56988272019
2125,56994620800
3410,56996322162
2440,56995268824
3056,56994774302
2881,56973294388
3336,56985491517
3319,56984866967
3041,56970027310
5124,56984027270
5172,56990694727
5953,56998584589
3768,56997807107
5977,56986557656
5390,56993303582
5268,56994056247
3543,56974453509
5381,56985002932
2375,56998109056
2575,56983233185
2654,56975076604
5935,56994338129
2857,56996372463
5938,56994830592
2297,56971374994
3003,56993240648
3028,56975895279
2242,56995228310
2323,56992430002
5756,56972416385
2446,56998856636
3269,56977122677
2031,56972073617
3169,56974032260
2980,56989160420
5931,56992677552
2727,56996184637
5769,56984869256
5021,56989200286
5643,56993119077
2289,56972112398
5770,56987235572
2049,56991546391
2520,56977960457
2075,56978489622
3343,56978133965
5394,56991180028
5453,56990279028
2558,56996496083
2914,56979193678
5471,56984060836
3788,56972713933
5094,56998714339
2882,56980364892
2962,56991017772
2143,56991841706
2909,56971704105
2273,56972892239
2361,56994585442
5479,56974365669
3864,56996827215
2911,56986924535
2065,56998614170
5611,56993254465
3613,56997378471
3867,56975020382
2055,56999458679
2711,56982094984
5845,56979585002
3609,56973614070
5307,56994200595
3569,56977105552
2231,56980313760
2854,56971066856
3592,56994698630
5540,56991992831
3277,56971796177
2443,56991095916
3024,56995925857
5811,56984100129
3587,56985939740
3234,56978442188
2678,56982035087
5195,56970644803
5596,56997521112
5213,56980430247
3775,56991824618
2210,56993112700
2850,56991308403
5991,56992960725
3847,56982677555
5111,56970670606
5424,56972737812
5500,56997921784
3976,56982320171
5244,56993867289
3607,56981546752
2017,56988962106
5100,56996557900
5559,56992127628
2906,56987334661
5762,56993022582
3456,56988311864
5937,56981978109
2167,56987978841
5543,56998967807
5039,56985478447
5330,56995104484
5464,56982577530
5282,56971860482
3194,56983772554
5791,56996714659
3830,56970659524
3247,56994985716
5698,56985942930
3437,56981419543
5635,56971755457
5120,56988418954
3006,56998977000
3508,56996380963
5281,56984094173
5478,56997250326
5040,56978703769
2745,56990427751
5973,56977104789
3978,56976596423
5159,56993614070
2138,56991268065
3225,56971931952
5504,56975155209
2300,56972617274
2810,56979189318
2601,56988755405
5438,56978937323
2360,56998780355
5170,56991881537
3157,56995225412
5714,56996003223
2214,56976474246
3951,56988883343
3168,56987676239
3487,56984266189
5089,56987376802
5901,56986882068
5524,56995962568
2836,56973049983
5050,56971320008
3879,56985924535
2606,56982306575
2274,56999619366
2105,56994952886
5921,56972809691
3316,56975745405
3135,56982168747
5955,56996264221
3386,56971386838
3692,56997519345
2284,56994429426
5302,56977207994
5192,56989168547
5189,56995136479
3252,56998060050
3177,56970947855
5278,56993330234
2002,56976144147
5373,56981190142
3816,56989311906
2677,56978557770
5443,56998076261
2674,56978083712
3991,56972859243
5000,56999495047
3791,56972098400
5467,56982676164
2928,56988459792
5238,56975895569
3370,56975883431
5033,56999625513
2303,56970632543
5695,56996773386
3668,56978550817
3800,56979486515
5633,56993052724
3013,56977003750
5570,56982337091
5114,56979428190
2314,56995488241
2251,56980600229
5655,56990595607
5319,56990944992
3493,56988166516
3206,56983438235
2162,56973681477
2464,56985205769
3687,56982565805
2472,56987213440
3033,56996225186
5006,56980546885
5703,56984019003
2761,56970930946
5010,56988442627
3353,56985336006
5687,56979700995
2943,56999800654
3453,56998458762
2435,56990967457
3442,56986696548
3360,56974979540
5271,56988036232
5975,56978712675
5691,56975059256
2343,56984728374
2562,56971571392
3328,56980863769
2735,56990757726
5188,56976362769
2050,56986197905
5919,56971461880
2149,56999569262
5369,56976942781
3449,56988403999
3826,56987551617
3685,56989302274
5930,56981590049
3190,56971142247
5287,56972003649
3866,56998064798
5433,56999455430
2635,56999034048
5402,56991737840
2121,56991189085
2217,56973850051
5304,56998303009
5874,56979870381
5219,56976030784
5627,56997559382
2973,56996788836
2553,56976271563
5150,56980766939
5249,56975093164
3644,56994710538
3712,56997437884
3158,56990984056
5005,56997399241
2170,56985204884
2834,56973824845
2865,56981401672
3988,56990519721
3704,56977444537
5340,56999898360
2990,56993153292
2480,56981283350
3936,56992221122
5372,56976025884
2223,56971948438
2283,56996843221
3397,56992938492
2386,56982145753
5379,56984835892
2365,56999222200
5183,56999683648
2383,56998278460
5230,56979802988
2515,56983762080
3693,56993549234
2815,56989066967
5207,56980375348
2146,56982785694
3238,56985040077
2659,56992779771
2352,56984329398
3132,56989541826
5064,56978525525
5065,56997708356
2194,56986604312
3023,56992170319
3659,56999964472
2665,56991251571
2964,56987452235
5194,56994731771
5851,56981216928
3074,56977251730
2576,56984983437
2747,56975412271
3147,56990432704
3479,56975889039
5564,56981140503
5421,56986741582
3884,56999158846
3315,56991251352
2567,56972384880
3477,56977470557
5833,56982616316
2512,56988228768
5149,56988778532
2154,56974306348
3387,56979049620
5763,56992089376
5808,56978248456
5361,56982788531
3197,56976377365
2363,56991426113
2900,56983895934
3966,56990071008
2732,56999316246
5463,56978918014
2802,56993679745
3324,56978118066
3308,56996067848
5392,56992228202
2602,56972984472
2503,56998989414
3873,56991223842
2097,56989873720
2862,56991055760
5920,56994271260
3550,56994194645
3390,56975653117
2012,56978392798
2315,56999026756
5511,56996302193
5206,56982776537
5455,56970127337
3586,56994519329
3229,56993636307
5862,56971520435
5802,56974408816
3741,56996058248
3845,56985850559
2526,56983651373
3363,56988883208
3948,56989868579
5883,56975322283
3937,56996729712
2134,56972504731
3232,56990488208
2823,56974159448
2373,56978577905
3817,56977663900
5673,56988723405
2830,56977942923
5859,56996011122
2564,56989522222
3520,56975689518
3575,56986463960
2291,56986818705
3872,56986614560
5017,56984175546
2438,56980114755
3514,56981614948
2301,56995769743
2809,56975248573
2505,56998727921
3501,56983002624
3383,56994751278
2930,56970479540
2281,56978491802
5386,56986471325
3498,56972714426
3210,56977609737
2592,56978361470
2428,56981826360
5602,56986780163
2613,56981833673
5452,56996818247
5376,56991864037
5280,56999525377
2762,56975046675
5388,56977737376
3955,56972832534
5339,56973891606
2504,56986064102
2456,56982503068
2518,56989636801
2074,56988738216
2889,56972001393
3807,56986515921
3708,56981482644
2364,56972100537
5028,56983962980
2451,56978277723
5658,56994738095
2439,56979183252
2005,56987492348
2552,56988255129
2187,56988396971
2409,56974394280
2892,56973603905
3208,56989231879
3507,56992239693
5632,56980660596
5440,56987486006
3736,56979633123
5499,56986063465
2989,56999819612
2376,56974248020
2633,56974899301
5982,56994094503
2423,56997680830
5202,56981234532
3120,56970150950
5066,56974450129
2429,56973476031
2268,56998197902
3949,56970226204
2102,56993846656
5573,56989788963
3852,56993284774
5980,56978351331
5638,56990701280
2027,56990699341
5425,56999877863
5121,56998682882
3797,56989900062
5083,56982503299
3276,56990615103
2021,56988790225
3899,56970557653
3989,56993759364
5821,56975951025
3589,56977772578
5250,56971535158
3862,56971636835
3174,56978162007
3579,56976071126
2026,56980334971
2721,56986777172
2578,56996102837
5211,56997134012
5771,56998862025
3689,56984983939
5709,56974858697
3641,56992334916
2974,56989635243
5680,56992192757
3914,56979584577
3844,56993520621
5742,56995899755
3228,56981018150
2591,56995490122
3447,56997098613
2447,56985259933
3824,56998678265
3419,56987321034
5685,56978481833
5071,56977999900
3717,56980040711
5648,56991665571
2211,56986855483
2191,56975634980
3089,56998711757
5646,56976718653
2544,56993855650
5966,56990433811
3271,56981915853
2655,56990123509
2798,56997277974
5314,56982656064
5508,56971628863
5047,56983173869
5939,56982269392
5468,56993430988
3436,56983802855
3305,56994546605
3048,56977513408
2415,56989062716
2023,56986465577
5701,56973549151
2639,56986696652
2844,56996081526
5748,56991568575
2790,56994397338
2863,56989913812
3358,56977071272
5989,56970960951
3627,56982651041
3927,56990750764
5990,56970343921
5665,56984862461
5915,56991494603
5097,56974299789
5963,56971935144
2083,56998756912
2205,56995280425
5123,56979762345
3411,56997460372
3718,56986307698
2029,56981352268
2586,56975816680
5579,56975454266
5574,56985822385
3429,56981798558
3245,56974481340
2001,56989765170
3279,56989532839
2453,56983551637
5582,56978356839
2182,56978776801
5839,56981550412
5475,56976334316
3505,56974307519
3760,56991389909
5454,56988223910
2682,56983714747
5234,56985768744
5959,56991232331
3260,56971312392
2328,56978411779
5563,56977644237
2245,56974622699
3767,56970296744
5866,56991805531
2250,56990955847
3633,56975890673
3840,56980681880
2991,56989455878
3772,56971936290
3337,56980921446
5650,56992658678
3213,56970832961
2389,56975609116
3581,56974163522
3217,56974448899
2982,56988121454
2656,56990172853
5196,56984010986
2335,56990639439
3025,56986951001
5366,56976119594
2256,56973402266
3987,56991800575
3932,56977402747
2506,56975738229
5060,56988250204
2667,56974893345
3857,56996982499
5269,56974462668
5888,56982196283
3934,56987235930
2193,56998059288
3072,56994467423
5812,56979668861
2497,56997771981
2072,56983137997
2495,56973643912
2868,56970859661
5108,56971910050
2034,56998046367
3486,56986182061
5557,56970536706
2366,56977370669
2697,56980075897
2625,56982999412
3590,56978050866
5092,56971993206
5070,56979349948
3016,56996710185
3173,56971060906
5490,56978147505
5095,56981303731
3138,56986159794
5336,56971453102
2709,56991570230
2612,56987975683
2954,56977943830
3127,56999968606
2653,56978958751
2899,56981111296
2725,56981114008
5437,56976282770
5445,56993590347
3620,56972537187
3009,56999554325
2354,56990826053
2114,56991536846
2543,56991262898
2843,56997881788
2983,56984040565
2176,56979457399
5736,56991072281
3842,56983938871
5190,56997528018
3095,56983029319
2972,56973408899
5370,56984686881
2950,56974071902
3002,56988542686
3757,56979348733
5352,56997205569
3930,56994925496
3986,56978842945
3017,56993654056
5657,56975869800
5442,56973269049
2708,56997168856
3038,56981848217
5718,56979676937
2084,56977659497
3094,56975386282
2344,56990566771
3327,56982781427
5272,56987835453
3266,56990654672
2694,56999813642
3101,56985169043
3515,56971619294
5925,56986671698
5158,56997047049
5056,56974663556
3457,56996995868
5377,56976912736
5816,56994370484
5177,56999753030
2099,56989444493
2310,56979964551
2782,56981138574
3538,56974294954
3281,56978560515
5814,56989477758
5027,56978022905
5090,56978614168
5679,56990151887
5614,56981692207
3963,56990823415
3408,56978855117
5978,56973115929
3904,56984610483
3600,56983562665
